description,description_link,country,project_title,notice_type,language,publish_date,project_link,project_id,status,team_leader,borrower,implementing_agency,total_project_cost,commitment_amount,closing_date
"Training to the group of PPES beneficiaries, for them to gain the knowledge and skills needed for providing support to customers as traders in Konzum.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353588,Bosnia and Herzegovina,Bosnia and Herzegovina Provision of Private Employment Services - P171433,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P171433,P171433,Closed,Renata Mayer Gukovas,KOLEKTIV DOO,Kolektiv doo,US$ 0.94 million,US$ 3.11 million,"February 28, 2025"
"Procurement of Personal Protective Equipment ( 10,300 No. Surgical Mask, 20,500 No. KN95 and 10,500 Nitrile Examination Gloves)",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353589,Ghana,Ghana COVID-19 Emergency Preparedness and Response Project - P173788,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P173788,P173788,Active,Dorothee Chen,Republic of Ghana,"Ghana Health Services,Ministry of Health",US$ 365.00 million,US$ 425.60 million,"June 16, 2025"
"Recrutement d'une firme en charge de la traduction des manuels de formation, de la production de vidéos, audio et autres supports de formation.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353590,Burundi,Burundi Skills for Jobs: Women and Youth Project - P164416,Contract Award,French,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P164416,P164416,Active,"Maroua Sallami , Nadia Nintunze",Republic of Burundi,Ministry of National Education and Scientific Research,US$ 80.00 million,US$ 80.00 million,"October 30, 2026"
Recruitment of 1 no. Grant Officer 2 (Northern and Western Sector) for Ghana Enterprises Agency under Ghana Jobs and Skills Project,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353592,Ghana,Ghana Jobs and Skills Project - P166996,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P166996,P166996,Active,"Elena Glinskaya , Eunice Ackwerh",Ministry of Finance,"GJSP Project Coordinating Unit,Ministry of Employment and Labour Relations,Commission for Technical and Vocational Education and Training,Ministry of Environment, Science, Technology and Innovation,Ghana Enterprises Agency",US$ 200.00 million,US$ 200.00 million,"June 30, 2026"
Security Operations Center (SOC) and Security Information and Event Management (SIEM) implementation in the Private and Technological Network of the State of Cabo Verde (RTPE),http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353594,Cabo Verde,Digital Cabo Verde Project - P171099,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P171099,P171099,Active,"Camila Mejia Giraldo , Natalija Gelvanovska-Garcia",Republic of Cabo Verde,"Special Projects Management Unit, PIU (UGPE) (Ministry of Digital Economy),Directorate of Telecommunications and Digital Economy (Ministry of Digital Economy)",US$ 20.00 million,US$ 20.00 million,"October 31, 2025"
Field operation Enumerators,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353595,Solomon Islands,Building Capacity in Statistics and Audit Project - P180723,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P180723,P180723,Active,"Shohei Nakamura , Bonnie Sirois",Solomon Islands,"Solomon Islands National Statistics office,Office of the Auditor General of Solomon Islands",US$ 7.00 million,US$ 6.50 million,"December 28, 2028"
"Procurement of AI equipment and consumables for FSRP woredas Synchronization of Artificial Insemination, under Oromia Bureau of Agriculture.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353596,Eastern and Southern Africa,Food Systems Resilience Program for Eastern and Southern Africa - P178566,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P178566,P178566,Active,"Elliot Mghenyi , Stephen D'Alessandro, Timothy Robertson, Laura Bonzanigo, Karishma Wasti","Intergovernmental Authority on Development (IGAD),Federal Democratic Republic of Ethiopia,Center for Coordination of Agricultural Research and Development for Southern Africa (CCARDESA),Republic of Madagascar","Ministry of Agriculture, Ethiopia,Center for Coordination of Agricultural Research and Development for Southern Africa (CCARDESA),IGAD Agriculture and Environmental Division,Ministry of Agriculture and Livestock, Madagascar",US$ 873.60 million,US$ 873.60 million,"June 29, 2029"
"ST – Lot 2 Construction of 2No. 3-Unit Nurses Accommodation at Gidanturu, Nyeshile in the North Gonja District of Savannah Region",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353597,Western and Central Africa,Gulf of Guinea Northern Regions Social Cohesion project - P175043,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P175043,P175043,Active,"Susan Wong , Julia Lendorfer, Ashutosh Raina, Manuel Figueredo Thomson","Republic of Ghana,Republic of Côte d’Ivoire,Republic of Togo,Republic of Benin","Prime Minister’s Office (Côte d’Ivoire),General Secretariat of the Presidency (Benin),National Community Development Support Agency (ANADEB) (Togo),Ministry of Local Government Decentralisation and Rural Development (Ghana)",US$ 450.00 million,US$ 473.00 million,"December 31, 2027"
"Procurement of AI equipment and consumables for FSRP woredas Synchronization of Artificial Insemination, under Oromia Bureau of Agriculture.",http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353598,Eastern and Southern Africa,Food Systems Resilience Program for Eastern and Southern Africa - P178566,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P178566,P178566,Active,"Elliot Mghenyi , Stephen D'Alessandro, Timothy Robertson, Laura Bonzanigo, Karishma Wasti","Intergovernmental Authority on Development (IGAD),Federal Democratic Republic of Ethiopia,Center for Coordination of Agricultural Research and Development for Southern Africa (CCARDESA),Republic of Madagascar","Ministry of Agriculture, Ethiopia,Center for Coordination of Agricultural Research and Development for Southern Africa (CCARDESA),IGAD Agriculture and Environmental Division,Ministry of Agriculture and Livestock, Madagascar",US$ 873.60 million,US$ 873.60 million,"June 29, 2029"
Field operation Enumerators,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353599,Solomon Islands,Building Capacity in Statistics and Audit Project - P180723,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P180723,P180723,Active,"Shohei Nakamura , Bonnie Sirois",Solomon Islands,"Solomon Islands National Statistics office,Office of the Auditor General of Solomon Islands",US$ 7.00 million,US$ 6.50 million,"December 28, 2028"
Acquisition par la commune de Gorgadji de kits scolaires et de tables bancs,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353600,Western and Central Africa,Community-Based Recovery and Stabilization Project for the Sahel - P173830,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P173830,P173830,Active,"Susan Wong , Manuel Figueredo Thomson, Gertrude Coulibaly Zombre, Issa Bitang A Tiati","Burkina Faso,Republic of Niger,Republic of Mali","The States of Liptako-Gourma Integrated Development Authority,Burkina Faso - Ministry of Economy, Finance and Development,Republic of Mali - Ministry of National Reconciliation, Peace and National Cohesion,Republic of Niger - Cabinet of the Prime Minister (Executive Secretariat for the SDS Sahel Niger)",US$ 352.50 million,US$ 352.50 million,"December 31, 2026"
Field operation Enumerators,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353601,Solomon Islands,Building Capacity in Statistics and Audit Project - P180723,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P180723,P180723,Active,"Shohei Nakamura , Bonnie Sirois",Solomon Islands,"Solomon Islands National Statistics office,Office of the Auditor General of Solomon Islands",US$ 7.00 million,US$ 6.50 million,"December 28, 2028"
Verificación del indicador del desembolso incremento en el porcentaje de niños de 6 meses en edad alimentados con lactancia materna exclusiva en las áreas de intervención,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353602,Guatemala,Crecer Sano: Guatemala Nutrition and Health Project - P159213,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P159213,P159213,Active,"Claudia Macias , Julie Ruel Bergeron, Maria Gonzalez Perez",Republic of Guatemala,Ministry of Public Health and Social Assistance (Ministerio de Salud Pública y Asistencia Social - M,US$ 109.00 million,US$ 109.00 million,"January 31, 2026"
Field operation Enumerators,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353603,Solomon Islands,Building Capacity in Statistics and Audit Project - P180723,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P180723,P180723,Active,"Shohei Nakamura , Bonnie Sirois",Solomon Islands,"Solomon Islands National Statistics office,Office of the Auditor General of Solomon Islands",US$ 7.00 million,US$ 6.50 million,"December 28, 2028"
Procurement & Supply of two(2) pick-up vehicles for Water activities,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353604,"Gambia, The",Gambia Electricity Restoration and Modernization Project - P163568,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P163568,P163568,Active,"Matarr Touray , Sylvestre Bea, Leopold Sedogo",Ministry of Finance and Economic Affairs,National Water and Electricity Company NAWEC,US$ 121.50 million,US$ 120.00 million,"June 30, 2025"
Recrutement d'un bureau pour la réalisation de la NIES et du PHSE du Projet de réhabilitation du bâtiment de la Direction de l'Agriculture,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353605,Mauritania,Mauritania Agriculture Development and Innovation Support Project - P168847,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P168847,P168847,Active,"Christophe Grosjean , Mohamed Hammady",Islamic Republic of Mauritania,Ministère de l'Agriculture,US$ 50.00 million,US$ 50.00 million,"June 30, 2028"
Transfert de compétence du Consultant Fourati vers la Direction du Trésor du MEF,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353606,Haiti,Statistical Capacity Building Project - P157531,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P157531,P157531,Active,Adjalou Celestin Niamien,"MINISTRY OF ECONOMY AND FINANCE,Ministry of Economy and Finance, MEF",UCP - MEF,US$ 25.50 million,US$ 19.10 million,"June 30, 2025"
Acquisition et installation par la commune de Gorgadji de système d'éclairage par énergie solaire de lieux publics,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353607,Western and Central Africa,Community-Based Recovery and Stabilization Project for the Sahel - P173830,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P173830,P173830,Active,"Susan Wong , Manuel Figueredo Thomson, Gertrude Coulibaly Zombre, Issa Bitang A Tiati","Burkina Faso,Republic of Niger,Republic of Mali","The States of Liptako-Gourma Integrated Development Authority,Burkina Faso - Ministry of Economy, Finance and Development,Republic of Mali - Ministry of National Reconciliation, Peace and National Cohesion,Republic of Niger - Cabinet of the Prime Minister (Executive Secretariat for the SDS Sahel Niger)",US$ 352.50 million,US$ 352.50 million,"December 31, 2026"
Desenvolvedor Sénior para 8 meses,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353608,Angola,Strengthening the National Social Protection System Project (Cash Transfer) - P169779,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P169779,P169779,Active,"Emma Monsalve Montiel , Aylin Isik-Dikmelik, Federica Ricaldi",Republic of Angola,"FAS Local Development Institute (FAS-IDL),Ministry of Social Action, Family and Promotion of Women (MASFAMU)",US$ 420.00 million,US$ 320.00 million,"April 30, 2025"
Acquisition et installation par la commune de Gorgadji de système d'éclairage par énergie solaire de formations sanitaires,http://projects.worldbank.org/en/projects-operations/procurement-detail/OP00353609,Western and Central Africa,Community-Based Recovery and Stabilization Project for the Sahel - P173830,Contract Award,English,"April 23, 2025",http://projects.worldbank.org/en/projects-operations/project-detail/P173830,P173830,Active,"Susan Wong , Manuel Figueredo Thomson, Gertrude Coulibaly Zombre, Issa Bitang A Tiati","Burkina Faso,Republic of Niger,Republic of Mali","The States of Liptako-Gourma Integrated Development Authority,Burkina Faso - Ministry of Economy, Finance and Development,Republic of Mali - Ministry of National Reconciliation, Peace and National Cohesion,Republic of Niger - Cabinet of the Prime Minister (Executive Secretariat for the SDS Sahel Niger)",US$ 352.50 million,US$ 352.50 million,"December 31, 2026"
